Time_Sec,Raw_BPM,BPM_Status,Accel_G,Motion_Status
    38.687,      84,NORMAL    ,   0.990,STILL       
    38.747,      84,NORMAL    ,   1.000,STILL       
    38.807,      84,NORMAL    ,   1.000,STILL       
    38.837,      84,NORMAL    ,   1.000,STILL       
    38.897,      84,NORMAL    ,   1.010,STILL       
    38.958,      84,NORMAL    ,   1.000,STILL       
    38.987,      84,NORMAL    ,   1.000,STILL       
    39.077,      84,NORMAL    ,   0.990,STILL       
    39.108,      84,NORMAL    ,   0.990,STILL       
    39.137,      84,NORMAL    ,   0.990,STILL       
    39.198,      85,NORMAL    ,   0.990,STILL       
    39.257,      85,NORMAL    ,   0.990,STILL       
    39.287,      85,NORMAL    ,   0.990,STILL       
    39.349,      85,NORMAL    ,   1.000,STILL       
    39.407,      85,NORMAL    ,   1.000,STILL       
    39.437,      85,NORMAL    ,   1.020,STILL       
    39.497,      85,NORMAL    ,   1.020,STILL       
    39.557,      85,NORMAL    ,   1.020,STILL       
    39.587,      85,NORMAL    ,   1.010,STILL       
    39.647,      85,NORMAL    ,   1.010,STILL       
    39.707,      85,NORMAL    ,   0.990,STILL       
    39.737,      85,NORMAL    ,   0.990,STILL       
    39.797,      85,NORMAL    ,   0.990,STILL       
    39.857,      85,NORMAL    ,   0.990,STILL       
    39.917,      85,NORMAL    ,   0.990,STILL       
    39.947,      85,NORMAL    ,   0.990,STILL       
    40.007,      85,NORMAL    ,   0.990,STILL       
    40.037,      85,NORMAL    ,   0.990,STILL       
    40.127,      85,NORMAL    ,   0.990,STILL       
    40.157,      85,NORMAL    ,   0.990,STILL       
    40.187,      85,NORMAL    ,   0.990,STILL       
    40.247,      85,NORMAL    ,   0.990,STILL       
    40.307,      85,NORMAL    ,   0.990,STILL       
    40.337,      85,NORMAL    ,   0.990,STILL       
    40.398,      85,NORMAL    ,   0.990,STILL       
    40.457,      85,NORMAL    ,   0.990,STILL       
    40.487,      85,NORMAL    ,   0.990,STILL       
    40.547,      85,NORMAL    ,   1.010,STILL       
    40.607,      85,NORMAL    ,   1.010,STILL       
    40.637,      85,NORMAL    ,   1.010,STILL       
    40.697,      85,NORMAL    ,   1.010,STILL       
    40.757,      85,NORMAL    ,   0.990,STILL       
    40.818,      85,NORMAL    ,   0.990,STILL       
    40.847,      85,NORMAL    ,   0.990,STILL       
    40.907,      85,NORMAL    ,   0.990,STILL       
    40.937,      85,NORMAL    ,   0.990,STILL       
    40.997,      85,NORMAL    ,   0.990,STILL       
    41.057,      85,NORMAL    ,   0.990,STILL       
    41.087,      85,NORMAL    ,   0.990,STILL       
    41.147,      85,NORMAL    ,   0.990,STILL       
    41.207,      85,NORMAL    ,   0.990,STILL       
    41.237,      85,NORMAL    ,   0.990,STILL       
    41.297,      85,NORMAL    ,   0.990,STILL       
    41.357,      85,NORMAL    ,   0.990,STILL       
    41.387,      85,NORMAL    ,   0.990,STILL       
    41.449,      85,NORMAL    ,   0.990,STILL       
    41.507,      85,NORMAL    ,   0.990,STILL       
    41.537,      85,NORMAL    ,   0.990,STILL       
    41.597,      85,NORMAL    ,   0.990,STILL       
    41.657,      85,NORMAL    ,   0.990,STILL       
    41.687,      85,NORMAL    ,   0.990,STILL       
    41.747,      85,NORMAL    ,   0.990,STILL       
    41.807,      85,NORMAL    ,   0.990,STILL       
    41.867,      85,NORMAL    ,   0.990,STILL       
    41.897,      85,NORMAL    ,   0.990,STILL       
    41.957,      85,NORMAL    ,   0.990,STILL       
    42.124,      85,NORMAL    ,   1.000,STILL       
    42.124,      85,NORMAL    ,   1.000,STILL       
    42.124,      86,MODERATE  ,   0.990,STILL       
